key,smu,score,heading,category,date,description
F004,5366,110,Mercedes School Building Boasts Floors of Terranzo Tile and Maple Wood,Schools,1950,"The construction of the Mercedes High School gymnasium and cafeteria at 800 S. Ohio Street commenced in 1930 and was completed in 1931. The Spanish Revival-style building was designed by architect R Newell Waters of Weslaco. [4]  The gym and cafeteria were used until 1967 when they were replaced by new facilities.  

The building still stands today, with many of its fine details intact. The main entry features deep blue tiles painted with images of discus throwers, and metalwork light fixtures flank each door. Ornate Mediterranean stonework arches adorn the upper story windows. The roof is finished with fine red tile. According to the local newspaper, the cafeteria floors and dressing rooms are made of polished Terrazzo tile, and the gym flooring is maple.[54] [55] "
Q013,5495,110,Promotional Brochure Lures Farmers to the Mercedes to Grow Grapes,Agriculture,1916,"The W. E. Steward Land Company was one of several land development companies in the Mercedes area. The company brochure claimed  that the Valley produces fine, large grapes that mature six weeks ahead of California grapes and are 1,500 miles closer to the Eastern market, which assures farmers of good prices.

It also claimed the Valley is the only place in the country where grapes, potatoes, vegetables, oranges, lemons, peaches, berries, grapefruit, alfalfa, cotton, sugar cane, and corn can be grown in the same field. Like many land developers, the W. E. Steward Land Company exaggerated these points to attract farmers. [35]"
S010,5500,110,Camp Llano Grande Boys Dressed as Soldier and Farmer,Camp Llano Grande,1916,"Two boys, one dressed in farmers overalls with a rake, and the other dressed as a soldier with a rifle, are pictured at Camp Llano Grande. The child is even wearing military-issue laced boots that reach almost to the knees. The camp was situated in the middle of farms. There are a number of postcards depicting local people interacting with the troops at the camp.   [85]

To occupy the time of soldiers during off-duty hours, the camp commander encouraged athletic competition, which was fiercely contested in boxing, football, baseball, and track. The YMCA's recreation center offered a quiet place to escape, relax, and write letters home. Motion pictures, still very much a novelty, were shown throughout the camp, and the camp's many regimental bands gave concerts in Mercedes City Park. [90]"
U016,5527,120,Woman and Boy Standing Lue Gim Gong orange tree,Agriculture,1940,"The earliest record of citrus in the Lower Rio Grande Valley is of seedling orange trees planted by Don Macedonio Vela at the Laguna Seca Ranch in 1882. Limited acreages of citrus were established in the Mercedes and the RGV in the late 1920s and into the 1930s. This marked the beginning of the Texas citrus industry, which reached a peak of more than 100,000 acres in the 1940s. The varieties of citrus that originated in the Valley established Texas' reputation for quality citrus production. [80]"
L017,5322,120,Cactus Garden Featured Variety of Native Species,Nature,1940,"This cactus garden featured many cacti and succulents native to the arid climate of the Rio Grande Valley. The tall plant is an Organ Pipe Cactus and there are about six other species of cactus depicted. Many  native species can still be found in unspoiled areas and preserves of the lower Rio Grande Valley.  [76]

The postcard is labeled Nopalea Auberii Cactus.  It may refer to Prickly Pear which has the variants named Cochineal Nopal Cactus, Nopalea cochenillifera. However, the photograph does not show any prickly pear cacti, so the reference is unclear."
G003,,120,Flume Channeled Mercedes Main Canal Across Arroyo Colorado,Irrigation,1928,"This postcard image is a later view of the large concrete flume that was constructed to channel the Mercedes Main Canal over the Arroyo Colorado. The floodway is full of water in this image, and the flume is visible. Look closely to see five men standing on the flume just to the right of center, and a man in a rowboat in the middle. The location of this flume, and whether it is still standing today, is unknown. It is likely that it was located over the floodway on 2nd Street, heading west out of Mercedes."
L021,5331,120," Lined with 50s Automobiles, North from Texas Avenue and 3rd Street ",Downtown,1950,"Looking North from Texas Avenue and 3rd Street at the prosperous Mercedes of the 1940s. Dominguez Furniture is seen across from the State Theater and the First National Bank. 

The ornamental stone building on the left was the Wattson Building. Constructed in 1929 by G.K. Wattson, it was once the pride of Mercedes, with frieze work and sculptured cornices built by a master craftsman. It housed high-end shops on the first floor and the Cordova Apartments on the second floor. The apartments had two sides with an open-air patio filled with tropical plants in huge pots. The building was allowed to fall into disrepair and was demolished in 1965 to make way for a city parking lot, which it remains to this day in 2023. [61]"
F001,5357,130,"Early 50s Downtown Businesses, North from Texas Avenue near 4th Street",Downtown,1950,"Looking  North from Texas Avenue near 4th Street at bustling downtown Mercedes with parking meters in the late 1940s, prosperous years. Businesses had mostly recovered from the Depression, and the post-war boom had reached its peak. The building with the  sign that says Good Food became the Den in the 1970s run by a man named Larry, who a few residents still remember today for his enchiladas.  The Hidalgo County Bank, designed by prominent architect R. Newell Waters [4] is on the left right behind the Western Union Telegraph Office sign. Parking meters  and the newer model of Union Metals streetlights are installed on both sides of the street."
O001,5309,130,Citrus Trees Take Five Years to Mature and Produce Fruit,Agriculture,1937,"It takes about 5 years for a citrus tree to begin producing fruit. Once the tree finally begins producing fruit, they about 6 months to ripen. The Texas citrus industry is mostly in the Lower Rio Grande Valley, with about 85 percent of the acreage in Hidalgo County. 

The major limiting factor in Texas citrus production is the risk of freeze damage.  Citrus fruits easily freeze at 26 to 28 degrees when these temperatures occur for several hours. The costs of replanting citrus orchards following a freeze are accentuated by the costs of recapturing markets lost to competing areas during freeze recovery.  [1][24]"
E013,5189,130,Rio Grande River Was Wider and Deeper Before Irrigation,Irrigation,1909,"From the mid-1700s to the early 1900s, steamboats transported passengers and goods on the Rio Grande River. As irrigation for large-scale agricultural production increased, the river volume decreased to such an extent that steamboat transportation became impracticable.  The last riverboat navigated the Rio Grande around 1909. [78]

Today more than 15 dams and diversions have reduced the river flow to a fraction of what it used to be.  The Rio Grande Regional Water Authority coordinates allocation of the river waters. The agency was created by the Texas Legislature in 2003 as a conservation and reclamation district 'to serve a public use and benefit' by bringing together regional water interests to accomplish projects and services within Willacy, Cameron, Hidalgo, Starr, Zapata, and Webb counties.[24]"
E014,5167,140,Bridge on Military Highway across the Mercedes Main Canal,Irrigation,1909,"The American Rio Grande Land and Irrigation Company built this five-arch reinforced concrete bridge over the Mercedes Main Canal on the Military Highway in the early 1900s. It cost several thousand dollars to build, a large sum at the time. [24] Look closely to see a horse-drawn carriage with three passengers crossing the bridge.  

Today, the Military Highway is part of Highway 281. The main canal has been channeled under the highway, and the bridge pictured here was demolished many years ago. "
K001,5361,140,"Later 50s Businesses, Texas Avenue near Business Highway 83",Downtown,1958,"Looking South from Texas Avenue near  (what is now) Business Highway 83. Mercedes had a population of about 10,000 in the mid 1950s. Borderline Hardware, Baums Menswear and Mercedes Drug are seen in this postcard. Look closely to the see the '20 Miles Per Hour' sign on the lower right. Mercedes Hotel, not visible in the photo. was in the site of the lower right side.

The third model of street lights in Mercedes, installed in 1958, are seen in this postcard. Like the previous model, they were manufactured by Union Metals, which was founded in 1906 and is still in business today. The newspaper reported 'The more modern style with mercury vapor bulbs which gave a light for a greater distance. The new lights are particularly adapted to the width of Texas Avenue ant the intensity of light be will be uniform from one side of the street to the other'.  [58] "
L009,5372,150,Resacas Form from Areas Formerly Part of the Rio Grande River,Nature,1940,"Resacas are former channels of the Rio Grande River that have been cut off from the river and filled with silt and water, creating marshes and ponds.  They provide wetlands for wildlife and native plant species. There were many resacas in the Valley prior to development of the flood control system.  Resacas still exist near Mercedes in the areas now known as Progresso Lakes and Llano Grande State Park."
D005,5194,150,Mercedes Main Canal and Electric Power Plant,Irrigation,1920,"This view of the Electric Power Station with the large smokestack  was taken from the East side of Mercedes Main Canal. The canal was originally dug to be 90 to 120 feet wide at some points and from 15 to 20 feet deep. The canal still provides irrigation today, more than 100 years after its construction. [24]"
O002,5312,170,Lining Canals with Concrete Began in Mid 1920s,Irrigation,1937,"The American Rio Grande Land and Irrigation Company built branch canals called laterals to channel water to new fields as farmers bought additional land further from the Mercedes Main Canal. Laterals were built as needed to reach farmland as it was sold. The overall design and function of the irrigation system was inefficient because land was sold to farmers in scattered parcels wherever they wanted to buy it.

Concrete was used for many irrigation components such as pipes and drains at the beginning of the irrigation project, but canals were not fully lined with concrete until 1928. This greatly reduced water loss to seepage. Many of the original canals, both lined and unlined, are still in use today in Mercedes and the surrounding area.[24]"

